877596,877597,1,1131674844,2005.11.10,cn994,Nov,10,18:07:24,cn994/cn994,Server Administrator: Instrumentation Service EventID: 1404 Memory device status is critical Memory device location: DIMM1_B Possible memory module event cause:Single bit error logging disabled,61037249,Server Administrator: Instrumentation Service EventID: <*> Memory device status is critical Memory device location: <*> Possible memory module event cause:Single bit error logging disabled,ECC
1120060,1120061,1,1131686560,2005.11.10,bn257,Nov,10,21:22:40,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120061,1120062,1,1131686560,2005.11.10,bn257,Nov,10,21:22:40,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120062,1120063,1,1131686560,2005.11.10,bn257,Nov,10,21:22:40,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120096,1120097,1,1131686561,2005.11.10,bn257,Nov,10,21:22:41,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120097,1120098,1,1131686561,2005.11.10,bn257,Nov,10,21:22:41,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120349,1120350,1,1131686576,2005.11.10,bn257,Nov,10,21:22:56,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120412,1120413,1,1131686577,2005.11.10,bn257,Nov,10,21:22:57,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120413,1120414,1,1131686577,2005.11.10,bn257,Nov,10,21:22:57,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120414,1120415,1,1131686577,2005.11.10,bn257,Nov,10,21:22:57,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120423,1120424,1,1131686578,2005.11.10,bn257,Nov,10,21:22:58,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120424,1120425,1,1131686578,2005.11.10,bn257,Nov,10,21:22:58,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120856,1120857,1,1131686592,2005.11.10,bn257,Nov,10,21:23:12,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120876,1120877,1,1131686593,2005.11.10,bn257,Nov,10,21:23:13,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120877,1120878,1,1131686593,2005.11.10,bn257,Nov,10,21:23:13,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120878,1120879,1,1131686593,2005.11.10,bn257,Nov,10,21:23:13,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120902,1120903,1,1131686594,2005.11.10,bn257,Nov,10,21:23:14,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1120903,1120904,1,1131686594,2005.11.10,bn257,Nov,10,21:23:14,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1121159,1121160,1,1131686608,2005.11.10,bn257,Nov,10,21:23:28,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1121191,1121192,1,1131686609,2005.11.10,bn257,Nov,10,21:23:29,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1121192,1121193,1,1131686609,2005.11.10,bn257,Nov,10,21:23:29,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1121204,1121205,1,1131686610,2005.11.10,bn257,Nov,10,21:23:30,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1121205,1121206,1,1131686610,2005.11.10,bn257,Nov,10,21:23:30,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1121206,1121207,1,1131686610,2005.11.10,bn257,Nov,10,21:23:30,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1121665,1121666,1,1131686625,2005.11.10,bn257,Nov,10,21:23:45,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1121670,1121671,1,1131686626,2005.11.10,bn257,Nov,10,21:23:46,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1121671,1121672,1,1131686626,2005.11.10,bn257,Nov,10,21:23:46,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1121672,1121673,1,1131686626,2005.11.10,bn257,Nov,10,21:23:46,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1121684,1121685,1,1131686627,2005.11.10,bn257,Nov,10,21:23:47,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1121685,1121686,1,1131686627,2005.11.10,bn257,Nov,10,21:23:47,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1121960,1121961,1,1131686641,2005.11.10,bn257,Nov,10,21:24:01,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122007,1122008,1,1131686642,2005.11.10,bn257,Nov,10,21:24:02,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122008,1122009,1,1131686642,2005.11.10,bn257,Nov,10,21:24:02,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122009,1122010,1,1131686642,2005.11.10,bn257,Nov,10,21:24:02,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122034,1122035,1,1131686643,2005.11.10,bn257,Nov,10,21:24:03,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122035,1122036,1,1131686643,2005.11.10,bn257,Nov,10,21:24:03,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122382,1122383,1,1131686657,2005.11.10,bn257,Nov,10,21:24:17,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122417,1122418,1,1131686658,2005.11.10,bn257,Nov,10,21:24:18,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122418,1122419,1,1131686658,2005.11.10,bn257,Nov,10,21:24:18,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122419,1122420,1,1131686658,2005.11.10,bn257,Nov,10,21:24:18,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122428,1122429,1,1131686659,2005.11.10,bn257,Nov,10,21:24:19,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122429,1122430,1,1131686659,2005.11.10,bn257,Nov,10,21:24:19,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122644,1122645,1,1131686673,2005.11.10,bn257,Nov,10,21:24:33,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122677,1122678,1,1131686674,2005.11.10,bn257,Nov,10,21:24:34,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122678,1122679,1,1131686674,2005.11.10,bn257,Nov,10,21:24:34,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122703,1122704,1,1131686675,2005.11.10,bn257,Nov,10,21:24:35,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122704,1122705,1,1131686675,2005.11.10,bn257,Nov,10,21:24:35,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1122705,1122706,1,1131686675,2005.11.10,bn257,Nov,10,21:24:35,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1123041,1123042,1,1131686689,2005.11.10,bn257,Nov,10,21:24:49,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1123089,1123090,1,1131686690,2005.11.10,bn257,Nov,10,21:24:50,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1123090,1123091,1,1131686690,2005.11.10,bn257,Nov,10,21:24:50,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1123091,1123092,1,1131686690,2005.11.10,bn257,Nov,10,21:24:50,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1123102,1123103,1,1131686691,2005.11.10,bn257,Nov,10,21:24:51,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
1123103,1123104,1,1131686691,2005.11.10,bn257,Nov,10,21:24:51,bn257/bn257,"kernel: [KERNEL_IB][tsIbTavorMadProcess][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/tavor/provider/obj_host_amd64_custom1_rhel4/ts_ib_tavor/tavor_mad.c:152]InfiniHost0: EVAPI_process_local_mad failed, return code = -254 (Fatal error (Local Catastrophic Error))",b519b344,"kernel: <*> <*> failed, return code = -<*> (Fatal error (Local Catastrophic Error))",VAPI
